c1,c2,c3,c4,c5,c6,c7,c8,c9
9,8,153,1,3,14,63,6,0
9,8,4,1,3,14,1,6,0
9,8,4,1,3,14,1,6,0
9,8,92,1,2,3,1,5,0
9,8,4,1,3,3,1,6,0
9,8,153,1,3,8,1,6,0
9,8,205,1,2,2,24,5,0
9,8,60,1,2,3,1,5,0
9,8,45,1,2,2,5,5,0
9,8,603,1,7,14,1,8,0
9,8,182,1,3,4,1,6,0
9,8,167,0,3,1,1,6,0
9,9,92,1,3,4,100,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,1,15,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,3,15,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,2,15,6,1
9,9,95,1,3,4,15,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,2,15,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,2,4,15,5,1
9,9,95,1,3,7,15,6,1
9,9,95,1,3,1,15,6,1
9,9,95,1,2,3,15,5,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,3,15,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,3,15,6,1
9,9,4,1,3,4,1,6,0
9,9,95,0,1,4,15,6,1
9,9,95,1,2,4,15,5,1
9,9,95,0,3,20,15,6,1
9,9,95,1,3,2,15,6,1
9,9,95,1,3,3,15,6,1
9,9,4,1,3,14,2,6,1
9,9,4,1,3,14,2,6,1
9,9,153,1,3,8,10,6,1
9,9,4,0,3,20,1,6,0
9,9,209,1,3,4,8,6,0
9,9,200,1,3,4,98,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,14,15,6,1
9,9,95,1,3,14,15,6,1
9,9,153,1,3,1,1,6,0
9,9,4,1,3,4,2,6,1
9,9,97,1,3,14,1,6,0
9,9,160,1,2,2,1,5,0
9,9,4,1,6,14,2,13,0
9,8,209,1,6,17,8,5,0
9,10,228,0,1,17,1,6,0
9,10,153,1,3,3,10,6,1
9,10,4,1,3,4,2,6,1
9,10,4,1,3,14,2,6,0
9,10,95,1,3,14,1,6,0
9,10,153,1,3,1,1,6,0
9,10,92,1,1,2,52,5,0
9,9,205,1,3,4,24,6,0
9,10,18,1,2,3,1,8,0
9,10,205,1,3,3,19,6,0
9,9,69,1,3,1,30,6,0
9,10,95,1,3,19,1,6,0
9,10,95,1,1,4,1,5,0
9,10,95,1,2,17,1,5,0
9,9,69,1,3,1,30,6,0
9,9,69,1,3,1,30,6,0
9,9,69,1,3,1,30,6,0
9,9,69,1,3,1,30,6,0
9,9,69,1,3,1,30,6,0
9,9,69,1,3,1,30,6,0
9,10,153,1,2,4,1,5,0
9,10,4,1,3,3,1,6,0
9,10,95,1,3,2,1,6,0
9,10,153,1,3,3,1,6,0
9,10,153,1,9,4,1,13,0
9,10,4,1,6,3,2,5,1
9,10,4,1,3,4,1,6,0
9,10,147,1,2,19,43,5,0
9,10,60,1,2,3,1,5,0
9,11,4,1,3,3,1,6,0
9,11,113,1,2,7,124,6,1
9,11,113,1,2,7,38,6,0
9,11,209,1,3,3,178,6,1
9,11,228,0,1,2,13,6,1
9,11,92,1,3,3,29,6,0
9,9,153,1,3,14,1,6,0
9,11,153,1,3,14,1,6,0
9,11,4,0,3,20,2,6,0
9,11,4,0,3,20,1,6,0
9,11,4,1,3,4,1,6,0
9,11,4,1,9,4,1,13,0
9,11,153,1,3,21,1,6,0
9,11,153,1,3,8,1,6,0
9,9,4,1,3,4,2,6,1
9,11,104,1,2,3,71,5,0
9,11,95,1,1,3,1,5,0
9,11,95,0,1,4,1,5,0
9,11,95,1,3,4,1,6,0
9,11,182,1,3,19,1,6,0
9,11,113,1,2,4,1,5,0
9,11,228,1,2,4,13,5,0
9,11,228,1,3,4,1,6,0
9,12,92,0,3,2,100,6,0
9,12,113,1,2,2,124,6,1
9,12,113,1,2,2,38,6,0
9,12,182,0,1,2,3,6,1
9,12,228,1,6,18,13,5,0
9,12,153,1,3,8,1,6,0
9,11,95,1,2,3,1,5,0
9,12,153,1,3,1,1,6,0
9,12,95,1,3,14,1,6,0
9,12,153,1,3,8,1,6,0
9,12,200,1,3,4,98,6,0
9,12,45,1,3,1,1,6,0
9,13,92,1,3,2,100,6,1
9,13,153,1,2,1,99,5,1
9,13,4,1,9,4,1,13,0
9,13,4,1,3,14,1,6,0
9,13,153,1,2,14,1,5,0
9,13,153,1,7,4,1,8,0
9,13,153,1,3,17,1,6,0
9,13,153,0,1,2,1,6,0
9,13,153,1,2,14,1,5,0
9,13,95,1,3,4,1,6,0
9,13,153,1,3,4,1,6,0
9,13,95,1,3,1,1,6,0
9,13,153,1,3,8,1,6,0
9,13,95,1,3,4,1,6,0
9,13,153,0,5,14,1,5,0
9,13,95,1,3,3,1,6,0
9,14,92,1,3,4,100,6,1
9,14,92,0,3,2,1,6,0
9,15,4,1,3,4,2,6,1
9,14,4,1,3,4,1,6,0
9,14,153,1,3,8,1,6,0
9,14,153,1,3,1,1,6,0
9,14,92,1,3,14,29,6,0
9,14,60,1,2,7,1,6,0
9,14,153,1,3,3,1,6,0
9,14,153,1,3,4,1,6,0
9,14,4,1,3,14,2,6,0
9,14,228,1,2,4,13,5,0
9,14,93,1,2,4,1,5,0
9,15,4,1,2,4,1,5,0
9,15,103,1,2,3,1,5,0
9,15,205,1,2,4,24,5,0
9,15,209,1,3,4,8,6,0
9,15,92,1,3,1,29,6,0
9,15,209,1,9,1,579,13,0
9,15,167,0,3,4,1,6,0
9,15,95,1,1,4,1,5,0
9,15,185,0,3,20,658,6,0
9,15,104,1,3,3,1,6,0
9,16,4,1,2,4,1,5,0
9,16,153,1,3,14,10,6,1
9,16,603,1,7,2,1,13,0
9,16,147,1,2,14,1,5,0
9,16,209,1,3,3,8,6,0
9,16,4,1,2,4,1,5,0
9,16,60,1,2,3,1,6,0
9,16,60,1,2,4,1,6,0
9,16,60,0,2,4,1,5,0
9,16,60,0,2,2,1,5,0
9,16,60,0,2,3,1,5,0
9,16,60,0,2,3,1,5,0
9,12,160,1,1,2,1,5,0
9,16,95,1,3,14,1,6,0
9,16,95,1,3,3,1,6,0
9,16,147,1,2,3,7,5,0
9,16,182,1,1,10,1,5,0
9,16,19,1,3,22,1,6,0
9,16,228,1,3,4,13,6,0
9,16,228,1,3,4,13,6,0
9,17,96,1,2,14,1,8,0
9,17,153,1,3,4,739,6,1
9,17,95,1,3,13,1,6,0
9,17,147,1,1,3,7,5,0
9,17,147,1,1,2,7,5,0
9,17,160,1,2,1,27,5,0
9,17,95,1,3,4,1,6,0
9,17,160,1,3,4,1,6,0
9,17,153,1,3,22,1,6,0
9,17,4,1,3,4,2,6,0
9,17,92,0,3,3,12,6,0
9,17,95,1,2,15,1,5,0
9,18,4,1,3,19,115,6,1
9,18,4,1,3,4,2,6,1
9,18,4,1,3,4,2,6,1
9,18,167,0,3,1,1,6,0
9,18,153,1,3,14,232,6,1
9,18,153,1,3,14,65,6,0
9,18,209,1,2,4,8,6,0
9,18,209,1,7,1,8,8,0
9,18,209,1,7,1,8,8,0
9,18,153,1,3,14,65,6,0
9,18,153,1,3,3,1,6,0
9,18,153,0,3,2,1,6,0
9,18,153,1,3,8,1,6,0
9,18,153,1,1,2,1,5,0
9,18,153,1,2,14,1,5,0
9,18,153,1,2,3,1,5,0
9,18,153,1,2,22,1,6,0
9,18,228,1,2,4,13,5,0
9,18,95,1,2,17,1,5,0
9,18,95,1,3,14,1,6,0
9,18,4,1,3,2,2,6,1
9,19,209,1,1,2,8,5,1
9,19,4,1,3,3,1,6,0
9,19,153,1,3,4,10,6,1
9,19,92,1,2,3,12,5,0
9,19,153,1,3,8,1,6,0
9,19,92,1,2,14,12,5,1
9,19,153,1,6,2,10,6,0
9,19,4,1,3,3,2,6,0
9,19,4,1,2,3,1,5,0
9,19,95,1,3,3,1,6,0
9,19,95,1,2,4,1,5,0
9,19,92,1,2,3,12,5,0
9,19,69,1,3,1,1,6,0
9,19,153,1,2,3,1,5,0
9,19,95,1,2,2,1,5,0
9,19,4,1,2,3,2,5,1
9,19,182,1,3,4,1,6,0
9,19,182,1,3,14,3,6,0
9,19,167,1,2,3,1,5,0
9,19,160,1,3,2,1,6,0
9,19,95,1,2,2,1,5,0
9,18,93,1,2,4,1,5,0
9,20,4,1,9,4,2,13,0
9,20,182,1,3,10,3,6,0
9,20,92,0,3,4,1,6,0
9,20,92,1,2,2,6,5,1
9,20,153,1,3,21,42,6,0
9,20,205,0,3,4,1,6,0
9,20,209,1,2,4,8,5,0
9,18,153,1,3,2,1,6,0
9,20,4,1,3,3,1,6,0
9,20,92,1,7,15,1,8,0
9,20,4,1,3,14,2,6,0
9,20,147,1,5,1,7,5,0
9,20,209,0,3,20,8,6,0
9,20,153,1,2,14,1,5,0
9,20,4,1,2,2,1,5,0
9,20,95,1,3,4,1,6,0
9,20,95,1,1,15,1,5,0
9,20,209,1,7,8,8,8,0
9,20,92,1,3,2,1,6,0
9,21,92,0,3,2,1,6,0
9,21,205,1,3,14,825,6,0
9,21,153,0,3,14,1,6,0
9,21,153,1,3,8,1,6,0
9,21,4,1,3,14,2,6,0
9,21,4,1,3,14,2,6,0
9,21,4,1,3,3,1,6,0
9,21,603,0,3,2,120,6,0
9,21,182,1,1,10,3,5,1
9,21,104,1,3,4,1,6,0
9,21,97,1,3,4,84,6,1
9,21,205,0,2,1,825,5,0
9,21,95,1,3,4,1,6,0
9,21,95,1,2,15,1,5,0
9,21,95,1,2,4,1,5,0
9,21,4,1,2,4,2,5,0
9,19,182,1,3,14,3,6,0
9,21,95,1,9,3,1,13,0
9,22,228,1,3,17,13,6,0
9,22,92,1,3,2,1,6,0
9,22,95,1,3,3,1,6,0
9,22,95,1,3,3,1,6,0
9,22,182,1,1,2,3,5,1
9,22,209,1,2,4,8,6,0
9,22,209,1,2,4,8,5,0
9,22,209,1,2,3,8,5,0
9,22,209,1,2,3,8,5,0
9,22,4,1,2,4,1,5,0
9,22,153,0,3,20,1,6,0
9,22,153,1,3,14,1,6,0
9,21,104,1,3,3,1,6,0
9,22,95,1,3,4,1,6,0
9,22,95,1,3,14,1,6,0
9,22,153,1,1,2,1,5,0
9,22,153,1,3,14,1,6,0
9,22,4,1,3,3,1,6,0
9,22,4,1,3,4,1,6,0
9,21,92,1,3,3,6,6,0
9,23,92,1,3,4,100,6,0
9,23,92,1,3,4,202,6,0
9,23,92,1,2,2,1,5,0
9,23,147,1,3,15,7,6,0
9,23,92,1,2,14,12,5,0
9,23,209,1,3,4,1,6,0
9,23,95,1,1,3,1,5,0
9,23,95,1,3,19,1,6,0
9,23,95,1,3,4,1,6,0
9,23,4,1,3,14,1,6,0
9,23,153,1,3,14,1,6,0
9,23,153,1,3,3,1,6,0
9,23,4,1,3,14,1,6,0
9,23,4,1,3,14,2,6,0
9,23,4,1,3,4,1,6,0
9,23,4,1,3,4,1,6,0
9,23,4,1,3,4,1,6,0
9,23,4,1,9,4,1,13,0
9,23,4,1,9,4,1,13,0
9,23,200,1,3,1,1,6,0
9,24,95,1,3,8,1,6,0
9,24,92,1,3,3,100,6,0
9,24,92,1,3,14,29,6,0
9,24,153,0,3,4,1,6,0
9,24,228,1,1,2,13,5,0
9,24,153,1,3,4,1,6,0
9,24,205,1,3,3,1,6,0
9,24,147,1,6,22,1,5,0
9,24,205,1,3,8,28,6,0
9,24,4,1,6,14,2,13,0
9,24,153,1,3,3,1,6,0
9,25,228,1,3,21,1,6,0
9,25,228,1,3,21,13,6,0
9,24,4,1,2,3,2,6,1
9,24,95,1,3,2,1,6,0
9,24,95,1,2,13,1,5,0
9,24,95,1,2,3,1,5,0
9,24,45,1,3,1,14,6,0
9,25,92,1,3,4,100,6,1
9,25,92,1,3,4,100,6,1
9,25,92,0,3,20,100,6,0
9,25,200,1,3,8,98,6,1
9,25,200,1,3,8,163,6,1
9,20,92,1,6,14,12,5,0
9,25,92,1,3,20,1,6,0
9,25,153,1,2,4,1,5,0
9,25,209,1,3,4,8,6,0
9,25,153,1,3,14,1,6,0
9,25,95,1,1,4,1,5,0
9,25,95,1,2,3,1,5,0
9,25,95,1,2,4,1,5,0
9,25,95,1,3,3,1,6,0
9,25,95,1,3,3,1,6,0
9,25,95,1,3,8,1,6,0
9,25,95,1,3,14,1,6,0
9,25,95,1,3,8,1,6,0
9,25,95,1,2,3,1,5,0
9,25,95,1,2,4,1,5,0
9,25,4,1,2,3,2,5,1
9,25,95,0,1,2,1,6,0
9,25,153,1,3,8,1,6,0
9,26,200,1,3,4,1379,6,1
9,26,200,1,3,4,54,6,1
9,26,200,1,3,4,98,6,1
9,26,4,1,3,4,2,6,1
9,26,153,1,3,4,1,6,0
9,26,153,1,2,4,10,5,0
9,26,92,1,3,14,1,6,0
9,26,228,1,3,14,13,6,0
9,26,96,0,3,14,1,6,0
9,26,4,1,3,14,1,6,0
9,26,153,1,2,3,1,5,0
9,26,95,1,1,3,1,6,0
9,26,95,1,3,3,1,6,0
9,26,95,1,2,3,1,5,0
9,26,4,1,2,3,2,5,1
9,26,153,1,2,15,1,5,0
9,26,153,1,2,22,1,5,0
9,26,153,1,2,12,1,5,0
9,26,4,1,3,2,2,6,1
9,26,183,1,2,14,1,5,0
9,26,159,1,9,4,16,13,0
9,26,147,1,2,2,1,5,0
9,27,92,0,3,19,1,6,0
9,27,228,1,3,2,13,6,0
9,27,95,1,3,3,1,6,0
9,27,92,0,3,19,1,6,0
9,27,153,1,1,22,1,5,0
9,27,153,1,2,15,1,5,0
9,27,95,1,2,2,1,5,0
9,27,95,1,3,1,1,6,0
9,27,95,1,3,2,1,6,0
9,27,95,1,3,14,1,6,0
9,27,205,1,3,4,1,6,0
9,27,205,1,3,1,1,6,0
9,27,153,1,3,14,10,6,1
9,26,182,1,1,10,1,9,0
9,27,95,1,1,2,1,5,0
9,26,182,1,3,4,1,6,0
9,27,147,1,2,4,1,5,0
9,27,153,1,3,21,1,6,0
9,27,153,1,3,21,1,6,0
9,28,153,0,3,20,63,6,0
9,28,153,0,3,20,63,6,0
9,28,153,0,3,20,63,6,0
9,28,4,0,1,2,2,5,1
9,28,182,1,1,10,1,5,0
9,28,92,1,6,14,6,8,0
9,28,153,1,3,21,1,6,0
9,28,59,1,6,18,982,13,0
9,28,205,1,2,1,24,5,0
9,28,4,1,9,4,2,13,1
9,28,4,1,2,3,2,5,1
9,28,198,1,3,14,1,6,0
9,28,153,1,3,21,1,6,0
9,28,205,1,3,14,1,6,0
9,28,153,1,3,14,1,6,0
9,28,92,1,2,14,12,5,1
9,28,92,1,3,4,202,6,1
9,29,92,0,3,3,1,6,0
9,29,92,0,3,3,12,6,0
9,29,228,1,3,17,13,6,0
9,29,78,1,7,3,1,8,0
9,29,4,1,3,3,2,6,1
9,29,153,1,2,3,1,5,0
9,29,153,1,2,10,1,5,0
9,29,209,1,3,20,8,6,0
9,29,95,1,3,3,1,6,0
9,29,95,1,3,14,1,6,0
9,29,95,1,3,3,1,6,0
9,29,4,1,3,1,2,6,1
9,29,4,1,2,3,2,5,0
9,29,153,1,3,3,10,6,0
9,29,205,1,3,3,317,6,0
9,29,92,1,3,14,1,6,0
9,29,4,1,2,3,2,5,0
9,29,4,1,3,4,2,6,1
9,29,92,1,2,3,12,5,0
9,29,95,1,3,1,1,6,0
9,29,4,1,2,3,2,5,0
9,29,123,1,7,15,1,5,0
9,29,147,1,2,3,7,5,0
9,28,153,1,3,3,63,6,0
9,30,104,1,2,3,3,5,0
9,30,104,1,3,15,3,6,0
9,29,4,1,2,3,2,5,1
9,30,200,1,3,4,1,6,0
9,30,95,1,3,14,15,6,1
9,30,95,1,3,14,15,6,1
9,30,95,1,3,14,15,6,1
9,30,95,1,3,14,15,6,1
9,30,95,1,3,14,15,6,1
9,30,95,1,3,3,15,6,1
9,30,95,1,3,3,15,6,1
9,30,95,1,3,14,15,6,1
9,30,95,1,3,4,15,6,1
9,30,95,1,3,3,15,6,1
9,30,95,1,3,14,15,6,1
9,30,95,1,3,4,15,6,1
9,30,95,1,2,2,15,5,1
9,30,95,1,3,3,15,6,1
9,30,147,1,3,8,1,6,0
9,30,4,1,3,14,1,6,0
9,30,228,1,1,4,1,5,0
9,30,92,0,3,19,6,6,0
9,30,153,1,2,3,1,5,0
9,30,153,1,1,22,1,5,0
9,30,205,1,7,1,1,8,0
9,30,95,1,2,3,1,5,0
9,30,147,1,6,2,1,6,0
9,30,182,1,2,2,3,5,0
9,30,95,1,3,4,1,6,0
9,30,182,1,2,4,3,5,0
9,30,217,1,7,15,19,5,0
10,1,4,1,3,4,2,6,1
10,1,153,1,3,4,1,6,0
10,1,209,1,7,8,8,8,0
10,1,209,0,2,4,8,5,0
9,30,603,0,1,4,498,9,0
10,1,92,1,2,3,12,5,0
10,1,4,1,3,4,2,6,1
10,1,141,1,3,10,1,6,0
10,1,153,1,2,14,1,5,0
10,1,153,1,3,8,1,6,0
10,1,153,1,3,2,1,6,0
10,1,153,1,3,21,1,6,0
10,1,147,1,3,4,7,6,0
10,1,147,1,3,16,1,6,0
10,1,113,1,3,4,1,6,0
10,1,95,1,3,14,1,6,0
10,1,95,1,3,4,1,6,0
10,1,44,1,2,3,1,10,0
10,1,92,1,2,3,1,6,0
10,1,95,1,3,4,1,6,0
10,1,95,1,3,14,1,6,0
10,1,95,1,3,4,1,6,0
10,1,147,1,3,14,1,6,0
10,1,93,1,3,19,1,6,0
10,1,147,1,3,4,1,6,0
10,1,104,1,2,3,3,6,0
10,1,205,1,2,4,1,5,0
9,30,6,1,3,3,1,6,0
10,1,4,1,3,2,1,6,0
10,2,147,1,2,8,7,5,0
10,2,153,0,3,20,1,6,0
10,2,160,1,2,14,1,5,0
10,2,205,1,3,16,1,6,0
10,2,153,0,3,8,1,6,0
10,2,209,1,2,4,8,5,0
10,2,195,1,2,7,1,5,0
10,2,153,1,3,14,1,6,0
10,2,4,1,3,4,1,6,0
10,2,182,1,3,2,3,6,1
10,2,153,1,2,14,1,5,0
10,2,4,1,3,3,2,6,1
10,2,182,1,3,4,3,6,1
10,2,182,1,3,17,3,6,1
10,2,228,0,3,2,13,6,0
10,2,95,1,3,14,1,6,0
10,2,92,0,3,3,12,6,0
10,2,92,1,2,3,12,5,0
10,2,4,1,3,4,2,6,1
10,2,104,1,7,3,3,8,0
10,2,45,1,3,4,1,6,0
10,2,92,1,3,14,12,6,0
10,2,205,1,2,14,1,5,0
10,2,95,1,1,2,1,5,0
10,3,200,1,3,4,54,6,1
10,3,200,1,3,1,54,6,1
10,3,200,1,3,2,54,6,1
10,3,200,1,3,2,54,6,1
10,3,200,1,3,14,54,6,1
10,3,153,1,3,8,1,6,0
10,3,153,1,3,4,1,6,0
10,3,167,1,3,2,1,6,0
10,2,153,1,2,3,1,6,0
10,3,4,1,3,14,2,6,0
10,2,153,1,2,3,1,5,0
10,3,153,1,3,14,1,6,0
10,3,153,1,3,4,1,6,0
10,3,153,1,6,22,1,5,0
10,1,153,1,6,22,1,5,0
10,3,228,0,3,3,1,6,0
10,3,228,1,2,4,13,5,0
10,3,147,1,3,1,1,6,0
10,3,4,1,2,3,1,5,0
10,3,113,1,2,3,28,6,0
10,3,95,1,3,14,1,6,0
10,3,95,1,3,3,1,6,0
10,3,167,1,2,3,28,5,0
10,3,92,0,3,8,1,6,0
10,3,6,1,3,3,1,6,0
10,3,95,1,2,2,1,5,0
10,3,95,1,3,4,1,6,0
10,3,95,1,3,3,1,6,0
10,3,45,0,3,6,1,6,0
10,3,45,1,3,3,1,6,0
10,3,92,1,6,2,423,13,0
10,4,92,1,3,3,24,6,0
10,4,92,1,3,3,216,6,1
10,4,167,1,3,15,1,6,0
10,4,95,1,3,1,1,6,0
10,4,228,1,3,2,1,6,0
10,4,147,1,3,1,1,6,0
10,4,153,1,6,22,1,5,0
10,4,153,1,2,2,1,5,0
10,4,160,1,3,2,1,6,0
10,4,153,1,2,4,10,6,1
10,4,153,1,2,4,1,5,0
10,4,153,1,6,2,1,13,0
10,4,155,1,3,1,1,6,0
10,4,96,0,3,14,1,6,0
10,4,167,1,2,3,1,5,0
10,3,209,1,3,21,8,6,0
10,4,4,0,1,2,1,6,0
10,4,104,0,1,2,305,9,0
10,5,98,1,3,1,1,6,0
10,5,4,1,3,4,2,6,1
10,5,4,1,3,4,2,6,1
10,5,92,1,2,19,104,5,0
10,5,4,0,3,4,2,6,0
10,4,167,1,3,3,1,6,0
10,5,147,1,3,14,1,6,0
10,5,95,1,3,15,1,6,0
10,5,95,1,3,3,1,6,0
10,5,95,1,3,3,1,6,0
10,5,183,1,1,2,1400,5,0
10,6,159,1,7,1,16,8,0
10,6,153,1,3,17,63,6,0
10,6,153,1,3,4,1,6,0
10,6,4,1,2,4,1,5,0
10,6,228,0,3,4,13,6,0
10,6,92,1,2,4,363,5,0
10,6,92,0,3,20,216,6,1
10,6,92,0,3,20,1,6,0
10,6,182,1,3,4,3,6,1
10,6,92,1,6,14,6,5,1
10,6,4,1,2,14,2,5,0
10,6,153,0,3,20,1,6,0
10,6,153,1,7,4,1,5,0
10,6,160,1,6,4,11,13,0
10,6,153,1,2,4,1,5,0
10,5,96,0,3,20,1,6,0
10,6,153,1,2,3,1,5,0
10,6,4,1,3,3,1,6,0
10,6,95,1,3,4,1,6,0
10,6,95,1,3,3,1,6,0
10,6,95,1,3,8,1,6,0
10,6,153,0,3,4,1,6,0
10,6,4,1,2,3,2,5,1
10,6,205,1,3,3,1,6,0
10,5,153,1,3,21,1,6,0
10,7,92,1,3,20,104,6,0
10,7,92,1,3,14,104,6,0
10,7,92,1,2,8,1027,5,1
10,7,186,1,2,2,1,5,0
10,7,167,1,2,3,1,6,0
10,7,4,0,3,3,2,6,0
10,7,153,1,2,22,1,5,0
10,7,167,1,6,3,1,5,0
10,4,603,0,3,20,1,6,0
10,7,153,1,3,21,1,6,0
10,7,167,1,3,3,1,6,0
10,7,153,1,2,22,1,5,0
10,7,182,1,2,4,3,6,0
10,8,4,1,3,2,2,6,1
10,8,4,1,3,14,2,6,1
10,8,153,1,3,3,1,6,0
10,8,147,1,3,4,7,6,0
10,8,92,1,7,8,1,8,0
10,8,209,1,3,21,8,6,0
10,8,153,1,3,4,1,6,0
10,7,200,1,3,3,1,6,0
10,8,200,1,3,2,54,6,1
10,8,228,1,6,14,71,5,0
10,7,153,1,3,4,1,6,0
10,8,153,1,3,4,1,6,0
10,8,92,0,3,4,12,6,0
10,8,205,0,3,3,1,6,0
10,8,78,1,7,19,1,8,0
10,8,92,1,3,4,100,6,1
10,7,167,0,3,20,1,6,0
10,8,4,1,2,3,2,5,1
10,7,4,0,3,20,1,6,0
10,7,4,0,3,20,1,6,0
10,7,4,0,3,20,1,6,0
10,7,4,0,3,20,1,6,0
10,7,92,1,3,14,1,6,0
10,8,153,1,2,3,1,5,0
10,8,195,1,3,14,159,6,1
10,8,195,1,3,4,159,6,1
10,8,195,1,3,8,159,6,1
10,8,195,1,3,1,159,6,1
10,8,195,0,3,7,159,6,1
10,8,195,1,3,4,159,6,1
10,8,195,1,3,14,159,6,1
10,9,4,1,3,14,1,6,0
10,9,4,1,3,3,1,6,0
10,9,4,1,2,15,2,5,1
10,9,4,1,2,3,2,5,1
10,9,153,0,1,14,10,5,1
10,9,153,1,6,17,1,13,0
10,9,153,1,2,19,1,6,0
10,9,92,1,3,4,216,6,1
10,9,92,1,3,4,100,6,0
10,7,92,1,3,20,100,6,1
10,9,209,1,2,8,8,6,0
10,9,209,1,7,8,8,8,0
10,9,209,1,3,14,8,6,0
10,9,93,1,3,14,28,6,0
10,9,93,1,3,15,28,6,0
10,9,95,1,3,3,1,6,0
10,9,4,1,3,14,1,6,0
10,9,153,1,3,19,1,6,0
10,9,153,1,3,4,1,6,0
10,9,153,1,3,17,1,6,0
10,9,4,1,6,4,1,5,0
10,9,228,1,2,4,13,5,0
10,9,160,1,2,3,1,5,0
10,9,153,1,3,22,1,6,0
10,9,153,0,3,2,1,6,0
10,9,205,1,2,1,24,5,0
10,9,153,0,3,22,1,6,0
10,9,153,1,3,22,1,6,0
10,9,4,1,3,4,1,6,0
10,9,147,1,2,3,7,5,0
10,8,92,0,3,20,1,6,0
10,9,153,1,3,14,1,6,0
10,9,104,0,3,14,1,6,0
10,9,95,1,3,4,1,6,0
10,9,95,1,3,14,1,6,0
10,9,95,1,3,3,1,6,0
10,9,182,1,3,4,1,6,0
10,9,205,1,2,14,1,5,0
10,9,205,1,2,4,1,5,0
10,9,167,1,9,3,1,13,0
10,9,205,1,2,4,1,5,0
10,9,205,1,2,14,1,5,0
10,9,205,1,2,14,1,5,0
10,9,153,1,8,19,1,2,0
10,9,95,1,2,2,1,5,0
10,9,153,0,3,22,1,6,0
10,9,153,0,3,14,1,6,0
10,9,95,1,3,14,1,6,0
10,9,95,1,3,3,1,6,0
10,9,95,1,2,3,1,5,0
10,9,182,0,9,4,3,13,0
10,9,153,1,3,17,63,6,0
10,8,195,1,3,8,159,6,1
10,8,229,1,3,14,1,6,0
10,9,209,1,7,8,8,8,0
10,9,209,1,7,8,8,8,0
10,9,209,1,7,8,8,8,0
10,9,209,1,7,8,8,8,0
10,9,209,1,7,8,8,8,0
10,9,209,1,7,8,8,8,0
10,9,209,1,7,8,8,8,0
10,9,200,1,6,10,98,13,0
10,10,4,1,3,1,2,6,0
10,10,4,1,3,3,2,6,1
10,10,228,1,6,4,13,9,1
10,10,160,1,3,2,1,6,0
10,10,160,1,3,14,1,6,0
10,8,200,1,3,2,54,6,1
10,9,153,1,3,8,1,6,0
10,10,153,1,3,8,1,6,0
10,10,92,0,3,19,1,6,0
10,10,153,1,2,22,1,5,0
10,10,153,1,2,22,1,5,0
10,10,205,1,3,4,24,6,0
10,10,205,1,3,4,24,6,0
10,9,603,0,3,15,1,6,0
10,10,147,1,2,2,7,5,0
10,10,200,1,2,15,1,6,0
10,10,4,1,3,8,2,6,0
10,10,195,1,3,14,159,6,1
10,11,200,1,3,4,163,6,1
10,11,200,1,3,4,98,6,1
10,11,153,1,3,14,1,6,0
10,11,153,1,3,4,1,6,0
10,11,153,1,6,2,10,5,0
10,11,153,1,3,14,10,6,1
10,11,153,1,3,14,10,6,1
10,11,153,1,3,1,1,6,0
10,11,228,1,1,7,13,5,0
10,11,160,1,3,1,1,6,0
10,11,167,1,8,1,1,9,0
10,11,4,1,3,3,2,6,1
10,11,4,1,3,4,1,6,0
10,11,160,0,1,2,1,5,0
10,11,153,1,3,1,1,6,0
10,11,153,1,3,2,1,6,0
10,11,153,1,3,4,1,6,0
10,11,153,1,3,17,63,6,0
10,11,153,1,3,6,1,6,0
10,11,4,1,3,4,1,6,0
10,11,95,1,3,3,1,6,0
10,11,153,1,2,14,1,5,0
10,11,153,0,1,10,1,5,0
10,11,153,0,3,19,1,6,0
10,11,95,1,3,3,1,6,0
10,11,209,1,2,3,8,5,0
10,12,4,1,3,14,2,6,1
10,12,153,1,3,14,1,6,0
10,12,186,1,3,1,1,6,0
10,12,153,1,2,14,10,5,1
10,10,4,1,6,14,2,5,0
10,12,167,1,3,2,1,6,0
10,12,4,1,3,3,2,6,0
10,12,104,1,3,14,3,6,0
10,12,160,1,2,14,1,5,0
10,12,4,1,3,4,2,6,1
10,12,153,1,2,4,10,5,1
10,12,153,1,3,14,1,6,0
10,12,153,1,3,3,99,6,1
10,12,182,1,3,4,1,6,0
10,12,603,0,3,14,1,6,0
10,12,4,1,2,3,1,5,0
10,12,4,1,3,14,1,6,0
